"","X","Date","scaled_change","lag_volume_scaled"
"1",731,"2017-01-01",0.190143743048128,0.420531652529968
"2",732,"2017-01-02",0.202886680896217,0.428486146904483
"3",733,"2017-01-03",0.215755489730137,0.43645210088944
"4",734,"2017-01-04",0.228750728058031,0.444431336252555
"5",735,"2017-01-05",0.241873121094117,0.452426637233371
"6",736,"2017-01-06",0.255123172573594,0.460441877534804
"7",737,"2017-01-07",0.268501411387025,0.468481646380035
"8",738,"2017-01-08",0.282008715592951,0.476551764940717
"9",739,"2017-01-09",0.295645677837108,0.484657828568486
"10",740,"2017-01-10",0.309412336334196,0.492805212706185
"11",741,"2017-01-11",0.323308665057169,0.500999527732464
"12",742,"2017-01-12",0.337334363487555,0.509246945317668
"13",743,"2017-01-13",0.351488986126666,0.517553398613989
"14",744,"2017-01-14",0.365771077287122,0.525923980159811
"15",745,"2017-01-15",0.380178433425823,0.534362913497529
"16",746,"2017-01-16",0.394708652633832,0.542873634241668
"17",747,"2017-01-17",0.409358945270692,0.551459532085621
"18",748,"2017-01-18",0.424126136867957,0.560126317353834
"19",749,"2017-01-19",0.439007012993963,0.568880700790164
"20",750,"2017-01-20",0.453998650748517,0.57772836836705
"21",751,"2017-01-21",0.469098080760598,0.586673856090552
"22",752,"2017-01-22",0.484302166576549,0.595720568717996
"23",753,"2017-01-23",0.499607210064317,0.604871783842378
"24",754,"2017-01-24",0.515009202675848,0.614132082491292
"25",755,"2017-01-25",0.530503906325649,0.62350829567633
"26",756,"2017-01-26",0.546087165160934,0.633008732150541
